time,current_a,voltage_v,power_kw,anomaly
2020-02-08 13:32:37+00:00,2.77939,231.476,0.6433620796399999,0
2020-02-08 13:32:38+00:00,2.0381,218.377,0.4450741637,0
2020-02-08 13:32:39+00:00,2.70161,232.799,0.6289321063900001,0
2020-02-08 13:32:40+00:00,2.15896,239.288,0.51661322048,0
2020-02-08 13:32:41+00:00,1.73863,220.224,0.38288805311999996,0
2020-02-08 13:32:42+00:00,2.70441,241.115,0.6520738171500001,0
2020-02-08 13:32:43+00:00,1.59595,211.16,0.337000802,0
2020-02-08 13:32:44+00:00,2.05692,250.147,0.51453236724,0
2020-02-08 13:32:45+00:00,1.47197,205.508,0.30250161076,0
2020-02-08 13:32:46+00:00,1.82531,225.896,0.41233022775999995,0
2020-02-08 13:32:47+00:00,2.30097,220.772,0.5079897488399999,0
2020-02-08 13:32:48+00:00,1.9125,215.896,0.41290109999999997,0
2020-02-08 13:32:50+00:00,1.82034,229.138,0.41710906692000005,0
2020-02-08 13:32:51+00:00,1.59955,214.144,0.34253403520000003,0
2020-02-08 13:32:52+00:00,1.94797,230.532,0.44906942004,0
2020-02-08 13:32:53+00:00,1.94793,225.553,0.43936145529,0
2020-02-08 13:32:54+00:00,3.0301,239.733,0.7264149633000001,0
2020-02-08 13:32:55+00:00,2.24507,224.908,0.50493420356,0
2020-02-08 13:32:56+00:00,2.74998,230.613,0.63418113774,0
2020-02-08 13:32:57+00:00,0.975812,211.851,0.206726748012,0
2020-02-08 13:32:58+00:00,3.03718,251.759,0.76463739962,0
2020-02-08 13:32:59+00:00,2.61361,227.389,0.5943061642899999,0
2020-02-08 13:33:00+00:00,2.34423,229.01,0.5368521123,0
2020-02-08 13:33:01+00:00,2.78643,251.906,0.70191843558,0
2020-02-08 13:33:02+00:00,2.4931,227.731,0.5677561561,0
2020-02-08 13:33:03+00:00,2.70083,212.41,0.5736833002999999,0
2020-02-08 13:33:05+00:00,2.53768,228.164,0.5790072195199999,0
2020-02-08 13:33:06+00:00,2.70616,235.402,0.63703547632,0
2020-02-08 13:33:07+00:00,1.02491,213.16,0.2184698156,0
2020-02-08 13:33:08+00:00,2.70855,218.326,0.5913468873,0
2020-02-08 13:33:09+00:00,2.02131,227.704,0.46026037224000005,0
2020-02-08 13:33:10+00:00,2.72938,228.804,0.62449306152,0
2020-02-08 13:33:11+00:00,3.14693,248.606,0.7823456795799999,0
2020-02-08 13:33:12+00:00,2.72675,226.503,0.6176170552499999,0
2020-02-08 13:33:13+00:00,2.57339,223.513,0.5751861190700001,0
2020-02-08 13:33:14+00:00,2.57636,231.235,0.5957446046000001,0
2020-02-08 13:33:15+00:00,2.74848,229.531,0.63086136288,0
2020-02-08 13:33:16+00:00,2.60732,224.354,0.5849626712800001,0
2020-02-08 13:33:17+00:00,2.41819,213.19,0.5155339261,0
2020-02-08 13:33:18+00:00,2.51937,242.975,0.61214392575,0
2020-02-08 13:33:19+00:00,1.68277,216.167,0.36375934259000003,0
2020-02-08 13:33:20+00:00,2.42472,219.105,0.5312682756,0
2020-02-08 13:33:21+00:00,2.5966,227.897,0.5917573502,0
2020-02-08 13:33:23+00:00,2.47715,206.982,0.5127254613,0
2020-02-08 13:33:24+00:00,2.38098,229.704,0.54692062992,0
2020-02-08 13:33:25+00:00,2.88817,245.266,0.7083699032199999,0
2020-02-08 13:33:26+00:00,2.45524,222.12,0.5453579088,0
2020-02-08 13:33:27+00:00,1.34165,207.65,0.2785936225,0
2020-02-08 13:33:28+00:00,2.48144,231.407,0.5742225860800001,0
2020-02-08 13:33:29+00:00,2.54047,220.376,0.55985861672,0
2020-02-08 13:33:30+00:00,2.76375,233.333,0.6448740787499999,0
2020-02-08 13:33:31+00:00,2.91244,229.178,0.66746717432,0
2020-02-08 13:33:32+00:00,3.09434,240.744,0.74494378896,0
2020-02-08 13:33:33+00:00,2.17882,229.389,0.49979734098,0
2020-02-08 13:33:34+00:00,1.23783,216.347,0.26780080701000003,0
2020-02-08 13:33:35+00:00,2.41699,235.139,0.56832861161,0
2020-02-08 13:33:36+00:00,2.4387,236.332,0.5763428483999999,0
2020-02-08 13:33:37+00:00,2.77221,233.567,0.64749677307,0
2020-02-08 13:33:38+00:00,2.75048,232.613,0.63979740424,0
2020-02-08 13:33:39+00:00,2.7201,229.316,0.6237624516,0
2020-02-08 13:33:41+00:00,2.7082,226.013,0.6120884066000001,0
2020-02-08 13:33:42+00:00,2.69329,243.64,0.6561931756,0
2020-02-08 13:33:43+00:00,2.45263,220.62,0.5410992306000001,0
2020-02-08 13:33:44+00:00,2.52017,247.897,0.6247425824899999,0
2020-02-08 13:33:45+00:00,2.77465,232.29,0.6445234485,0
2020-02-08 13:33:46+00:00,1.18893,208.189,0.24752214777,0
2020-02-08 13:33:47+00:00,2.9757,224.7,0.66863979,0
2020-02-08 13:33:48+00:00,2.83633,232.544,0.65957152352,0
2020-02-08 13:33:49+00:00,2.83105,213.536,0.6045310928000001,0
2020-02-08 13:33:51+00:00,2.83374,230.883,0.6542623924200001,0
2020-02-08 13:33:52+00:00,1.62647,206.534,0.33592135498,0
2020-02-08 13:33:53+00:00,2.68805,237.494,0.6383957467,0
2020-02-08 13:33:54+00:00,1.88575,228.521,0.43093347574999996,0
2020-02-08 13:33:55+00:00,2.73347,234.087,0.63986979189,0
2020-02-08 13:33:56+00:00,2.67449,230.773,0.61720008077,0
2020-02-08 13:33:57+00:00,2.77285,236.458,0.6556625653,0
2020-02-08 13:33:58+00:00,2.47028,240.164,0.59327232592,0
2020-02-08 13:33:59+00:00,2.62643,229.204,0.6019882617200001,0
2020-02-08 13:34:00+00:00,2.75302,228.894,0.6301497598799999,0
2020-02-08 13:34:01+00:00,2.59704,211.482,0.54922721328,0
2020-02-08 13:34:03+00:00,2.66102,229.059,0.6095305801800001,0
2020-02-08 13:34:04+00:00,2.74603,221.02,0.6069275506,0
2020-02-08 13:34:05+00:00,2.58532,232.872,0.60204863904,0
2020-02-08 13:34:06+00:00,2.74018,226.103,0.61956291854,0
2020-02-08 13:34:07+00:00,2.65584,232.042,0.61626642528,0
2020-02-08 13:34:08+00:00,1.14694,204.283,0.23430034402000002,0
2020-02-08 13:34:09+00:00,2.58492,234.379,0.60585096468,0
2020-02-08 13:34:10+00:00,2.73339,227.395,0.62155921905,0
2020-02-08 13:34:11+00:00,2.76712,230.532,0.63790970784,0
2020-02-08 13:34:12+00:00,0.986383,203.097,0.20033142815100002,0
2020-02-08 13:34:13+00:00,2.5956,228.207,0.5923340892,0
2020-02-08 13:34:14+00:00,2.41079,223.12,0.5378954648000001,0
2020-02-08 13:34:15+00:00,2.64452,205.02,0.5421794904000001,0
2020-02-08 13:34:16+00:00,2.78516,231.178,0.64386771848,0
2020-02-08 13:34:17+00:00,2.66061,226.601,0.6028968866100001,0
2020-02-08 13:34:18+00:00,2.18032,228.238,0.49763187616,0
2020-02-08 13:34:19+00:00,2.54384,251.746,0.64040154464,0
2020-02-08 13:34:20+00:00,2.47483,250.279,0.6193979775699999,0
2020-02-08 13:34:22+00:00,2.2957,243.802,0.5596962514,0
2020-02-08 13:34:23+00:00,2.09584,230.04,0.4821270335999999,0
2020-02-08 13:34:24+00:00,1.22368,213.853,0.26168763904000003,0
2020-02-08 13:34:25+00:00,1.35354,204.108,0.27626834231999997,0
2020-02-08 13:34:26+00:00,2.63029,242.402,0.63758755658,0
2020-02-08 13:34:27+00:00,2.66061,228.258,0.60730551738,0
2020-02-08 13:34:28+00:00,2.70275,230.711,0.62355415525,0
2020-02-08 13:34:29+00:00,1.86374,229.903,0.42847941721999994,0
2020-02-08 13:34:30+00:00,2.54958,229.005,0.5838665679,0
2020-02-08 13:34:31+00:00,2.68935,228.894,0.6155760789000001,0
2020-02-08 13:34:32+00:00,1.92331,233.56,0.44920828360000004,0
2020-02-08 13:34:33+00:00,1.83949,205.303,0.37765281547,0
2020-02-08 13:34:34+00:00,3.10917,251.949,0.7833522723300002,0
2020-02-08 13:34:35+00:00,1.93394,202.633,0.39188006402000003,0
2020-02-08 13:34:36+00:00,2.64445,229.006,0.6055949167,0
2020-02-08 13:34:37+00:00,2.53943,240.476,0.61067196868,0
2020-02-08 13:34:38+00:00,2.91235,236.019,0.68736993465,0
2020-02-08 13:34:39+00:00,2.80549,225.387,0.6323209746299999,0
2020-02-08 13:34:40+00:00,2.6262,238.35,0.62595477,0
2020-02-08 13:34:42+00:00,2.16377,228.554,0.49453828858,0
2020-02-08 13:34:43+00:00,2.23419,227.654,0.5086222902599999,0
2020-02-08 13:34:44+00:00,2.57599,234.055,0.6029233394500001,0
2020-02-08 13:34:45+00:00,2.6566,235.416,0.6254061456000001,0
2020-02-08 13:34:46+00:00,2.21937,228.192,0.5064424790400001,0
2020-02-08 13:34:47+00:00,1.77899,215.601,0.38355202299,0
2020-02-08 13:34:48+00:00,2.70353,251.143,0.67897263479,0
2020-02-08 13:34:49+00:00,2.50437,219.712,0.55024014144,0
2020-02-08 13:34:50+00:00,2.65524,231.596,0.61494296304,0
2020-02-08 13:34:51+00:00,2.73227,247.118,0.67519309786,0
2020-02-08 13:34:52+00:00,2.45355,229.94,0.5641692869999999,0
2020-02-08 13:34:53+00:00,2.49332,228.564,0.5698831924800001,0
2020-02-08 13:34:54+00:00,2.63814,225.49,0.5948741886000001,0
2020-02-08 13:34:55+00:00,2.32989,229.084,0.53374052076,0
2020-02-08 13:34:56+00:00,2.42559,224.226,0.5438803433400001,0
2020-02-08 13:34:58+00:00,1.32336,205.463,0.27190151568,0
2020-02-08 13:34:59+00:00,2.65718,236.178,0.62756745804,0
2020-02-08 13:35:00+00:00,2.6073,234.486,0.6113753478,0
2020-02-08 13:35:01+00:00,3.05365,239.665,0.73185302725,0
2020-02-08 13:35:02+00:00,2.73203,207.67,0.5673606701,0
2020-02-08 13:35:03+00:00,2.43754,218.596,0.53283649384,0
2020-02-08 13:35:04+00:00,1.77087,222.154,0.39340585397999994,0
2020-02-08 13:35:05+00:00,2.29745,215.971,0.49618257395,0
2020-02-08 13:35:06+00:00,1.83187,228.932,0.41937366284,0
2020-02-08 13:35:07+00:00,1.71051,224.562,0.38411554662,0
2020-02-08 13:35:08+00:00,1.88618,221.889,0.41852259401999997,0
2020-02-08 13:35:09+00:00,1.91152,235.03,0.4492645456,0
2020-02-08 13:35:10+00:00,2.76704,229.357,0.63463999328,0
2020-02-08 13:35:11+00:00,1.49746,216.002,0.32345435492,0
2020-02-08 13:35:13+00:00,1.86932,230.791,0.43142223211999997,0
2020-02-08 13:35:14+00:00,2.16649,250.729,0.5432018712100001,0
2020-02-08 13:35:15+00:00,2.57836,238.972,0.6161558459200001,0
2020-02-08 13:35:16+00:00,1.21926,206.662,0.25197471012,0
2020-02-08 13:35:17+00:00,2.06152,229.5,0.47311884,0
2020-02-08 13:35:18+00:00,2.10074,226.687,0.47621044838000004,0
2020-02-08 13:35:19+00:00,3.13967,248.143,0.7790871328100001,0
2020-02-08 13:35:20+00:00,3.07187,231.703,0.71176149461,0
2020-02-08 13:35:21+00:00,1.04568,205.276,0.21465300768,0
2020-02-08 13:35:22+00:00,2.36753,214.759,0.50844837527,0
2020-02-08 13:35:23+00:00,0.961102,224.861,0.216114356822,0
2020-02-08 13:35:24+00:00,2.60708,230.961,0.6021338038799999,0
2020-02-08 13:35:25+00:00,2.7544,243.478,0.6706358032,0
2020-02-08 13:35:26+00:00,2.92836,236.708,0.6931662388800001,0
2020-02-08 13:35:27+00:00,0.967872,203.527,0.19698808454399996,0
2020-02-08 13:35:29+00:00,3.22884,239.181,0.7722771800400001,0
2020-02-08 13:35:30+00:00,2.64773,224.495,0.5944021463500001,0
2020-02-08 13:35:31+00:00,2.76408,249.05,0.688394124,0
2020-02-08 13:35:32+00:00,2.70976,223.515,0.6056720064,0
2020-02-08 13:35:33+00:00,2.72531,247.08,0.6733695947999999,0
2020-02-08 13:35:34+00:00,2.5832,249.549,0.6446349768,0
2020-02-08 13:35:35+00:00,2.79508,226.139,0.63207659612,0
2020-02-08 13:35:36+00:00,2.25365,226.644,0.5107762506,0
2020-02-08 13:35:37+00:00,2.71956,226.088,0.61485988128,0
2020-02-08 13:35:38+00:00,2.17699,204.784,0.44581272015999995,0
2020-02-08 13:35:39+00:00,2.06648,220.686,0.45604320528,0
2020-02-08 13:35:40+00:00,2.09151,232.291,0.48583894941,0
2020-02-08 13:35:41+00:00,2.10007,222.302,0.46684976114,0
2020-02-08 13:35:42+00:00,2.48836,227.197,0.5653479269200001,0
2020-02-08 13:35:43+00:00,1.91287,237.478,0.45426454186,0
2020-02-08 13:35:44+00:00,2.59904,229.389,0.59619118656,0
2020-02-08 13:35:46+00:00,2.46085,224.921,0.55349684285,0
2020-02-08 13:35:47+00:00,2.68806,228.692,0.61473781752,0
2020-02-08 13:35:48+00:00,2.90579,232.123,0.67450069217,0
2020-02-08 13:35:49+00:00,2.41349,224.488,0.54179954312,0
2020-02-08 13:35:50+00:00,2.51612,231.068,0.58139481616,0
2020-02-08 13:35:51+00:00,2.72207,228.27,0.6213669189,0
2020-02-08 13:35:52+00:00,2.72891,239.606,0.65386320946,0
2020-02-08 13:35:53+00:00,2.78519,224.644,0.62567622236,0
2020-02-08 13:35:54+00:00,0.905453,215.423,0.19505540161899998,0
2020-02-08 13:35:55+00:00,2.55378,237.227,0.60582556806,0
2020-02-08 13:35:56+00:00,2.81828,234.256,0.6601989996800001,0
2020-02-08 13:35:57+00:00,2.59655,226.844,0.5890117882000001,0
2020-02-08 13:35:59+00:00,2.59967,224.255,0.5829889958500001,0
2020-02-08 13:36:00+00:00,2.61961,229.078,0.6000950195800001,0
2020-02-08 13:36:01+00:00,2.54495,226.609,0.57670857455,0
2020-02-08 13:36:02+00:00,2.38806,222.114,0.53042155884,0
2020-02-08 13:36:03+00:00,2.07171,228.834,0.47407768613999995,0
2020-02-08 13:36:04+00:00,2.66108,230.106,0.61233047448,0
2020-02-08 13:36:05+00:00,1.52559,215.475,0.32872650525,0
2020-02-08 13:36:06+00:00,3.07246,247.068,0.75910654728,0
2020-02-08 13:36:07+00:00,2.55793,226.744,0.5799952799199999,0
2020-02-08 13:36:08+00:00,1.78852,224.898,0.40223457096000004,0
2020-02-08 13:36:09+00:00,3.05621,251.572,0.76885686212,0
2020-02-08 13:36:10+00:00,2.69664,229.07,0.6177193248,0
2020-02-08 13:36:11+00:00,1.97383,223.457,0.44106613031,0
2020-02-08 13:36:12+00:00,2.55521,233.284,0.59608960964,0
2020-02-08 13:36:14+00:00,2.01735,237.522,0.4791650067,0
2020-02-08 13:36:15+00:00,1.96607,232.464,0.45704049648,0
2020-02-08 13:36:16+00:00,2.59886,224.707,0.58398203402,0
2020-02-08 13:36:17+00:00,2.05334,229.776,0.47180825184,0
2020-02-08 13:36:18+00:00,1.84556,214.006,0.39496091336,0
2020-02-08 13:36:19+00:00,2.68911,230.265,0.61920791415,0
2020-02-08 13:36:20+00:00,2.62515,228.002,0.5985394503,0
2020-02-08 13:36:21+00:00,1.77811,202.118,0.35938803698,0
2020-02-08 13:36:22+00:00,2.7065,235.019,0.6360789235000001,0
2020-02-08 13:36:23+00:00,2.47457,209.127,0.51749940039,0
2020-02-08 13:36:24+00:00,1.77588,227.581,0.40415654628,0
2020-02-08 13:36:25+00:00,2.38448,225.496,0.53769070208,0
2020-02-08 13:36:26+00:00,2.64027,230.18,0.6077373486000001,0
2020-02-08 13:36:27+00:00,2.39064,230.636,0.55136764704,0
2020-02-08 13:36:28+00:00,2.40691,215.055,0.5176180300500001,0
2020-02-08 13:36:29+00:00,1.77154,225.399,0.39930334446,0
2020-02-08 13:36:30+00:00,2.45519,240.136,0.5895795058400001,0
2020-02-08 13:36:31+00:00,2.65916,230.565,0.6131092254,0
2020-02-08 13:36:33+00:00,2.68071,226.793,0.60796626303,0
2020-02-08 13:36:34+00:00,2.5323,218.69,0.5537886870000001,0
2020-02-08 13:36:35+00:00,2.58565,227.845,0.58912742425,0
2020-02-08 13:36:36+00:00,2.60169,226.676,0.58974068244,0
2020-02-08 13:36:37+00:00,2.81803,242.936,0.6846009360799999,0
2020-02-08 13:36:38+00:00,3.06207,247.361,0.75743669727,0
2020-02-08 13:36:39+00:00,2.69702,227.91,0.6146778282,0
2020-02-08 13:36:40+00:00,2.89443,210.028,0.6079113440399999,0
2020-02-08 13:36:41+00:00,2.03975,226.115,0.46121807125000003,0
2020-02-08 13:36:42+00:00,0.993349,207.925,0.20654209082500002,0
2020-02-08 13:36:43+00:00,2.67897,220.781,0.5914656755700001,0
2020-02-08 13:36:44+00:00,1.89993,218.411,0.41496561123,0
2020-02-08 13:36:45+00:00,2.25605,250.183,0.56442535715,0
2020-02-08 13:36:46+00:00,1.87427,224.41,0.4206049307,0
2020-02-08 13:36:47+00:00,2.1382,221.982,0.4746419124,0
2020-02-08 13:36:48+00:00,2.65915,223.668,0.5947667622,0
2020-02-08 13:36:49+00:00,2.66312,229.294,0.6106374372800001,0
2020-02-08 13:36:50+00:00,1.90408,224.993,0.42840467144,0
2020-02-08 13:36:51+00:00,1.8504,224.137,0.41474310480000004,0
2020-02-08 13:36:52+00:00,2.35273,218.635,0.51438912355,0
2020-02-08 13:36:54+00:00,1.92477,233.99,0.45037693230000003,0
2020-02-08 13:36:55+00:00,1.53741,221.601,0.34069159341,0
2020-02-08 13:36:56+00:00,2.59316,215.338,0.55840588808,0
2020-02-08 13:36:57+00:00,2.69149,228.637,0.6153741991299999,0
2020-02-08 13:36:58+00:00,2.70766,224.97,0.6091422702,0
2020-02-08 13:36:59+00:00,1.59926,206.661,0.33050467085999996,0
2020-02-08 13:37:00+00:00,1.96555,227.475,0.44711348624999997,0
2020-02-08 13:37:01+00:00,1.87228,233.512,0.43719984736,0
2020-02-08 13:37:02+00:00,2.52727,233.742,0.59072914434,0
2020-02-08 13:37:03+00:00,3.13464,249.996,0.7836474614400001,0
2020-02-08 13:37:04+00:00,2.10984,251.325,0.530255538,0
2020-02-08 13:37:05+00:00,2.76074,235.219,0.64937850206,0
2020-02-08 13:37:06+00:00,2.53783,222.366,0.56432710578,0
2020-02-08 13:37:07+00:00,1.48909,226.921,0.33790579189,0
2020-02-08 13:37:08+00:00,2.63364,232.424,0.61212114336,0
2020-02-08 13:37:09+00:00,2.6816,229.934,0.6165910144,0
2020-02-08 13:37:10+00:00,2.88725,232.454,0.6711528115,0
2020-02-08 13:37:11+00:00,1.53416,222.39,0.3411818424,0
2020-02-08 13:37:13+00:00,1.93817,222.951,0.43211693967,0
2020-02-08 13:37:14+00:00,1.80614,231.053,0.41731406542000005,0
2020-02-08 13:37:15+00:00,2.67954,233.558,0.6258280033199999,0
2020-02-08 13:37:16+00:00,2.68627,229.017,0.6152014965899999,0
2020-02-08 13:37:17+00:00,2.53196,212.933,0.5391378386800001,0
2020-02-08 13:37:18+00:00,3.09026,235.355,0.7273081422999998,0
2020-02-08 13:37:19+00:00,2.44107,222.028,0.5419858899599999,0
2020-02-08 13:37:20+00:00,2.70244,230.449,0.62277459556,0
2020-02-08 13:37:21+00:00,2.62122,202.056,0.52963322832,0
2020-02-08 13:37:22+00:00,2.42606,222.505,0.5398104803,0
2020-02-08 13:37:23+00:00,2.54759,222.813,0.5676361706699999,0
2020-02-08 13:37:24+00:00,2.61802,226.438,0.59281921276,0
2020-02-08 13:37:25+00:00,2.58146,225.258,0.58149451668,0
2020-02-08 13:37:26+00:00,2.3241,227.229,0.5281029189,0
2020-02-08 13:37:27+00:00,2.21608,230.571,0.51096378168,0
2020-02-08 13:37:28+00:00,2.49173,203.372,0.50674811356,0
2020-02-08 13:37:30+00:00,2.31964,228.792,0.5307150748800001,0
2020-02-08 13:37:31+00:00,2.33459,208.678,0.48717757201999995,0
2020-02-08 13:37:32+00:00,2.39435,230.068,0.5508633158000001,0
2020-02-08 13:37:33+00:00,2.59942,224.399,0.5833072485799999,0
2020-02-08 13:37:34+00:00,2.77679,234.898,0.65226241742,0
2020-02-08 13:37:35+00:00,2.30777,236.203,0.5451021973100001,0
2020-02-08 13:37:36+00:00,2.43929,240.024,0.58548814296,0
2020-02-08 13:37:37+00:00,2.95274,218.067,0.64389515358,0
2020-02-08 13:37:38+00:00,2.46666,248.931,0.61402814046,0
2020-02-08 13:37:39+00:00,2.49941,245.735,0.6141925163500002,0
2020-02-08 13:37:40+00:00,2.42783,227.542,0.5524332938600001,0
2020-02-08 13:37:41+00:00,2.231,235.23,0.5247981299999999,0
